lotid,slotid,shot_x,shot_y,item,value
E43313,3,4,3,misalign_20,99999
E43313,3,4,3,misalign_10,99999
E43313,3,4,3,misalign_0,68
E43313,3,4,3,misalign_-10,97
E43313,3,4,3,misalign_-20,2
E43313,3,4,3,misalign_-30,99999
E33462,9,6,3,misalign_30,99999
E33462,9,6,3,misalign_20,99999
E33462,9,6,3,misalign_10,73
E33462,9,6,3,misalign_0,43
E33462,9,6,3,misalign_-10,77
E33462,9,6,3,misalign_-20,99999
E33462,9,6,3,misalign_-30,99999
E33462,15,2,4,misalign_30,99999
E33462,15,2,4,misalign_20,61
E33462,15,2,4,misalign_10,31
E33462,15,2,4,misalign_0,43
E33462,15,2,4,misalign_-10,74
E33462,15,2,4,misalign_-20,99999
E33462,15,2,4,misalign_-30,99999
E39923,16,2,4,misalign_30,99999
E39923,16,2,4,misalign_20,99999
E39923,16,2,4,misalign_10,76
E39923,16,2,4,misalign_0,6
E39923,16,2,4,misalign_-10,31
E39923,16,2,4,misalign_-20,99999
E39923,16,2,4,misalign_-30,99999
E33462,22,1,3,misalign_30,99999
E33462,22,1,3,misalign_20,26
E33462,22,1,3,misalign_10,9
E33462,22,1,3,misalign_0,34
E33462,22,1,3,misalign_-10,99999
E33462,22,1,3,misalign_-20,99999
E33462,22,1,3,misalign_-30,99999
E33462,8,6,3,misalign_30,99999
E33462,8,6,3,misalign_20,99999
E33462,8,6,3,misalign_10,53
E33462,8,6,3,misalign_0,56
E33462,8,6,3,misalign_-10,97
E33462,8,6,3,misalign_-20,26
E33462,8,6,3,misalign_-30,99999
E43313,15,6,3,misalign_30,99999
E43313,15,6,3,misalign_20,99999
E43313,15,6,3,misalign_10,99999
E43313,15,6,3,misalign_0,10
E43313,15,6,3,misalign_-10,77
E43313,15,6,3,misalign_-20,99999
E43313,15,6,3,misalign_-30,99999
E64217,25,7,2,misalign_30,99999
E64217,25,7,2,misalign_20,99999
E64217,25,7,2,misalign_10,21
E64217,25,7,2,misalign_0,55
E64217,25,7,2,misalign_-10,42
E64217,25,7,2,misalign_-20,99999
E64217,25,7,2,misalign_-30,99999
E64217,17,2,4,misalign_30,99999
E64217,17,2,4,misalign_20,99999
E64217,17,2,4,misalign_10,64
E64217,17,2,4,misalign_0,56
E64217,17,2,4,misalign_-10,73
E64217,17,2,4,misalign_-20,99999
E64217,17,2,4,misalign_-30,99999
E43313,19,5,4,misalign_30,99999
E43313,19,5,4,misalign_20,99999
E43313,19,5,4,misalign_10,45
E43313,19,5,4,misalign_0,3
E43313,19,5,4,misalign_-10,24
E43313,19,5,4,misalign_-20,86
E43313,19,5,4,misalign_-30,99999
E33462,4,2,4,misalign_30,99999
E33462,4,2,4,misalign_20,99999
E33462,4,2,4,misalign_10,37
E33462,4,2,4,misalign_0,64
E33462,4,2,4,misalign_-10,81
E33462,4,2,4,misalign_-20,99999
E33462,4,2,4,misalign_-30,99999
E39923,3,7,2,misalign_30,99999
E39923,3,7,2,misalign_20,33
E39923,3,7,2,misalign_10,24
E39923,3,7,2,misalign_0,43
E39923,3,7,2,misalign_-10,37
E39923,3,7,2,misalign_-20,99999
E39923,3,7,2,misalign_-30,99999
E33462,10,1,3,misalign_30,39
E33462,10,1,3,misalign_20,24
E33462,10,1,3,misalign_10,89
E33462,10,1,3,misalign_0,97
E33462,10,1,3,misalign_-10,99999
E33462,10,1,3,misalign_-20,99999
E33462,10,1,3,misalign_-30,99999
E64217,23,4,3,misalign_30,99999
E64217,23,4,3,misalign_20,99999
E64217,23,4,3,misalign_10,92
E64217,23,4,3,misalign_0,43
E64217,23,4,3,misalign_-10,56
E64217,23,4,3,misalign_-20,99999
E64217,23,4,3,misalign_-30,99999
E64217,20,1,3,misalign_30,99999
E64217,20,1,3,misalign_20,99999
E64217,20,1,3,misalign_10,67
E64217,20,1,3,misalign_0,68
E64217,20,1,3,misalign_-10,99999
E64217,20,1,3,misalign_-20,99999
E64217,20,1,3,misalign_-30,99999
E33462,25,5,4,misalign_30,99999
E33462,25,5,4,misalign_20,17
E33462,25,5,4,misalign_10,20
E33462,25,5,4,misalign_0,92
E33462,25,5,4,misalign_-10,10
E33462,25,5,4,misalign_-20,97
E33462,25,5,4,misalign_-30,99999
E33462,22,2,4,misalign_30,99999
E33462,22,2,4,misalign_20,99999
E33462,22,2,4,misalign_10,99999
E33462,22,2,4,misalign_0,70
E33462,22,2,4,misalign_-10,68
E33462,22,2,4,misalign_-20,8
E33462,22,2,4,misalign_-30,99999
E43313,20,2,2,misalign_30,99999
E43313,20,2,2,misalign_20,99999
E43313,20,2,2,misalign_10,91
E43313,20,2,2,misalign_0,49
E43313,20,2,2,misalign_-10,37
E43313,20,2,2,misalign_-20,99999
E43313,20,2,2,misalign_-30,99999
E64217,24,4,3,misalign_30,99999
E64217,24,4,3,misalign_20,99999
E64217,24,4,3,misalign_10,99999
E64217,24,4,3,misalign_0,7
E64217,24,4,3,misalign_-10,41
E64217,24,4,3,misalign_-20,35
E64217,24,4,3,misalign_-30,99999
E64217,22,4,1,misalign_30,99999
E64217,22,4,1,misalign_20,23
E64217,22,4,1,misalign_10,34
E64217,22,4,1,misalign_0,24
E64217,22,4,1,misalign_-10,99999
E64217,22,4,1,misalign_-20,99999
E64217,22,4,1,misalign_-30,99999
E43313,15,4,1,misalign_30,99999
E43313,15,4,1,misalign_20,99999
E43313,15,4,1,misalign_10,95
E43313,15,4,1,misalign_0,82
E43313,15,4,1,misalign_-10,97
E43313,15,4,1,misalign_-20,99999
E43313,15,4,1,misalign_-30,99999
E33462,13,4,1,misalign_30,99999
E33462,13,4,1,misalign_20,99999
E33462,13,4,1,misalign_10,75
E33462,13,4,1,misalign_0,72
E33462,13,4,1,misalign_-10,52
E33462,13,4,1,misalign_-20,99999
E33462,13,4,1,misalign_-30,99999
E33462,18,2,2,misalign_30,99999
E33462,18,2,2,misalign_20,32
E33462,18,2,2,misalign_10,78
E33462,18,2,2,misalign_0,92
E33462,18,2,2,misalign_-10,99999
E33462,18,2,2,misalign_-20,99999
E33462,18,2,2,misalign_-30,99999
E64217,8,4,1,misalign_30,99999
E64217,8,4,1,misalign_20,99999
E64217,8,4,1,misalign_10,99999
E64217,8,4,1,misalign_0,72
E64217,8,4,1,misalign_-10,41
E64217,8,4,1,misalign_-20,47
E64217,8,4,1,misalign_-30,31
E43313,1,5,4,misalign_30,99999
E43313,1,5,4,misalign_20,99999
E43313,1,5,4,misalign_10,99999
E43313,1,5,4,misalign_0,11
E43313,1,5,4,misalign_-10,99999
E43313,1,5,4,misalign_-20,99999
E43313,1,5,4,misalign_-30,99999
E64217,16,4,1,misalign_30,99999
E64217,16,4,1,misalign_20,99999
E64217,16,4,1,misalign_10,33
E64217,16,4,1,misalign_0,95
E64217,16,4,1,misalign_-10,76
E64217,16,4,1,misalign_-20,99999
E64217,16,4,1,misalign_-30,99999
E39923,18,5,4,misalign_30,99999
E39923,18,5,4,misalign_20,3
E39923,18,5,4,misalign_10,2
E39923,18,5,4,misalign_0,29
E39923,18,5,4,misalign_-10,99999
E39923,18,5,4,misalign_-20,99999
E39923,18,5,4,misalign_-30,99999
E43313,21,5,4,misalign_30,99999
E43313,21,5,4,misalign_20,99999
E43313,21,5,4,misalign_10,38
E43313,21,5,4,misalign_0,68
E43313,21,5,4,misalign_-10,98
E43313,21,5,4,misalign_-20,99999
E43313,21,5,4,misalign_-30,99999
E64217,24,1,3,misalign_30,99999
E64217,24,1,3,misalign_20,99999
E64217,24,1,3,misalign_10,41
E64217,24,1,3,misalign_0,19
E64217,24,1,3,misalign_-10,36
E64217,24,1,3,misalign_-20,99999
E64217,24,1,3,misalign_-30,99999
E64217,11,4,1,misalign_30,99999
E64217,11,4,1,misalign_20,99999
E64217,11,4,1,misalign_10,99999
E64217,11,4,1,misalign_0,47
E64217,11,4,1,misalign_-10,55
E64217,11,4,1,misalign_-20,40
E64217,11,4,1,misalign_-30,99999
E39923,9,2,4,misalign_30,99999
E39923,9,2,4,misalign_20,99999
E39923,9,2,4,misalign_10,40
E39923,9,2,4,misalign_0,57
E39923,9,2,4,misalign_-10,83
E39923,9,2,4,misalign_-20,99999
E39923,9,2,4,misalign_-30,99999
E33462,3,7,2,misalign_30,99999
E33462,3,7,2,misalign_20,99999
E33462,3,7,2,misalign_10,74
E33462,3,7,2,misalign_0,33
E33462,3,7,2,misalign_-10,81
E33462,3,7,2,misalign_-20,99999
E33462,3,7,2,misalign_-30,99999
E39923,22,4,3,misalign_30,99999
E39923,22,4,3,misalign_20,99999
E39923,22,4,3,misalign_10,99999
E39923,22,4,3,misalign_0,38
E39923,22,4,3,misalign_-10,32
E39923,22,4,3,misalign_-20,91
E39923,22,4,3,misalign_-30,99999
E33462,25,1,3,misalign_30,99999
E33462,25,1,3,misalign_20,99999
E33462,25,1,3,misalign_10,99999
E33462,25,1,3,misalign_0,2
E33462,25,1,3,misalign_-10,40
E33462,25,1,3,misalign_-20,72
E33462,25,1,3,misalign_-30,99999
E33462,15,4,1,misalign_30,99999
E33462,15,4,1,misalign_20,99999
E33462,15,4,1,misalign_10,63
E33462,15,4,1,misalign_0,19
E33462,15,4,1,misalign_-10,10
E33462,15,4,1,misalign_-20,99999
E33462,15,4,1,misalign_-30,99999
E64217,10,6,3,misalign_30,99999
E64217,10,6,3,misalign_20,99999
E64217,10,6,3,misalign_10,83
E64217,10,6,3,misalign_0,59
E64217,10,6,3,misalign_-10,36
E64217,10,6,3,misalign_-20,99999
E64217,10,6,3,misalign_-30,99999
E64217,10,2,2,misalign_30,99999
E64217,10,2,2,misalign_20,99999
E64217,10,2,2,misalign_10,91
E64217,10,2,2,misalign_0,34
E64217,10,2,2,misalign_-10,23
E64217,10,2,2,misalign_-20,99999
E64217,10,2,2,misalign_-30,99999
E33462,18,4,3,misalign_30,99999
E33462,18,4,3,misalign_20,99999
E33462,18,4,3,misalign_10,99999
E33462,18,4,3,misalign_0,44
E33462,18,4,3,misalign_-10,34
E33462,18,4,3,misalign_-20,84
E33462,18,4,3,misalign_-30,99999
E39923,24,2,2,misalign_30,99999
E39923,24,2,2,misalign_20,3
E39923,24,2,2,misalign_10,95
E39923,24,2,2,misalign_0,58
E39923,24,2,2,misalign_-10,24
E39923,24,2,2,misalign_-20,78
E39923,24,2,2,misalign_-30,99999
E39923,20,6,3,misalign_30,99999
E39923,20,6,3,misalign_20,99999
E39923,20,6,3,misalign_10,99999
E39923,20,6,3,misalign_0,14
E39923,20,6,3,misalign_-10,93
E39923,20,6,3,misalign_-20,91
E39923,20,6,3,misalign_-30,99999
E64217,9,2,2,misalign_30,99999
E64217,9,2,2,misalign_20,15
E64217,9,2,2,misalign_10,32
E64217,9,2,2,misalign_0,67
E64217,9,2,2,misalign_-10,97
E64217,9,2,2,misalign_-20,76
E64217,9,2,2,misalign_-30,99999
E39923,21,4,3,misalign_30,99999
E39923,21,4,3,misalign_20,99999
E39923,21,4,3,misalign_10,36
E39923,21,4,3,misalign_0,59
E39923,21,4,3,misalign_-10,40
E39923,21,4,3,misalign_-20,99999
E39923,21,4,3,misalign_-30,99999
E64217,1,2,2,misalign_30,99999
E64217,1,2,2,misalign_20,99999
E64217,1,2,2,misalign_10,33
E64217,1,2,2,misalign_0,91
E64217,1,2,2,misalign_-10,29
E64217,1,2,2,misalign_-20,34
E64217,1,2,2,misalign_-30,99999
E33462,20,5,4,misalign_30,99999
E33462,20,5,4,misalign_20,47
E33462,20,5,4,misalign_10,87
E33462,20,5,4,misalign_0,14
E33462,20,5,4,misalign_-10,20
E33462,20,5,4,misalign_-20,99999
E33462,20,5,4,misalign_-30,99999
E39923,20,2,2,misalign_30,99999
E39923,20,2,2,misalign_20,16
E39923,20,2,2,misalign_10,83
E39923,20,2,2,misalign_0,77
E39923,20,2,2,misalign_-10,79
E39923,20,2,2,misalign_-20,70
E39923,20,2,2,misalign_-30,99999
E39923,3,4,1,misalign_30,99999
E39923,3,4,1,misalign_20,99999
E39923,3,4,1,misalign_10,87
E39923,3,4,1,misalign_0,34
E39923,3,4,1,misalign_-10,58
E39923,3,4,1,misalign_-20,67
E39923,3,4,1,misalign_-30,11
E43313,24,4,3,misalign_30,99999
E43313,24,4,3,misalign_20,99999
E43313,24,4,3,misalign_10,54
E43313,24,4,3,misalign_0,71
E43313,24,4,3,misalign_-10,75
E43313,24,4,3,misalign_-20,99999
E43313,24,4,3,misalign_-30,99999
E33462,17,6,3,misalign_30,99999
E33462,17,6,3,misalign_20,50
E33462,17,6,3,misalign_10,65
E33462,17,6,3,misalign_0,18
E33462,17,6,3,misalign_-10,99999
E33462,17,6,3,misalign_-20,99999
E33462,17,6,3,misalign_-30,99999
E39923,10,2,4,misalign_30,99999
E39923,10,2,4,misalign_20,99999
E39923,10,2,4,misalign_10,99999
E39923,10,2,4,misalign_0,31
E39923,10,2,4,misalign_-10,58
E39923,10,2,4,misalign_-20,99999
E39923,10,2,4,misalign_-30,99999
E43313,24,2,4,misalign_30,99999
E43313,24,2,4,misalign_20,63
E43313,24,2,4,misalign_10,12
E43313,24,2,4,misalign_0,41
E43313,24,2,4,misalign_-10,57
E43313,24,2,4,misalign_-20,50
E43313,24,2,4,misalign_-30,99999
E64217,8,2,2,misalign_30,99999
E64217,8,2,2,misalign_20,99999
E64217,8,2,2,misalign_10,20
E64217,8,2,2,misalign_0,4
E64217,8,2,2,misalign_-10,47
E64217,8,2,2,misalign_-20,99999
E64217,8,2,2,misalign_-30,99999
E64217,25,2,2,misalign_30,99999
E64217,25,2,2,misalign_20,84
E64217,25,2,2,misalign_10,90
E64217,25,2,2,misalign_0,79
E64217,25,2,2,misalign_-10,99999
E64217,25,2,2,misalign_-20,99999
E64217,25,2,2,misalign_-30,99999
E64217,10,7,2,misalign_30,99999
E64217,10,7,2,misalign_20,87
E64217,10,7,2,misalign_10,25
E64217,10,7,2,misalign_0,89
E64217,10,7,2,misalign_-10,99999
E64217,10,7,2,misalign_-20,99999
E64217,10,7,2,misalign_-30,99999
E39923,12,4,1,misalign_30,99999
E39923,12,4,1,misalign_20,99999
E39923,12,4,1,misalign_10,99999
E39923,12,4,1,misalign_0,75
E39923,12,4,1,misalign_-10,3
E39923,12,4,1,misalign_-20,47
E39923,12,4,1,misalign_-30,99999
E64217,2,5,4,misalign_30,99999
E64217,2,5,4,misalign_20,99999
E64217,2,5,4,misalign_10,92
E64217,2,5,4,misalign_0,33
E64217,2,5,4,misalign_-10,2
E64217,2,5,4,misalign_-20,99999
E64217,2,5,4,misalign_-30,99999
E64217,8,4,3,misalign_30,99999
E64217,8,4,3,misalign_20,99999
E64217,8,4,3,misalign_10,99999
E64217,8,4,3,misalign_0,99999
E64217,8,4,3,misalign_-10,85
E64217,8,4,3,misalign_-20,97
E64217,8,4,3,misalign_-30,8
E43313,22,2,2,misalign_30,99999
E43313,22,2,2,misalign_20,99999
E43313,22,2,2,misalign_10,75
E43313,22,2,2,misalign_0,38
E43313,22,2,2,misalign_-10,27
E43313,22,2,2,misalign_-20,99999
E43313,22,2,2,misalign_-30,99999
E64217,6,2,2,misalign_30,99999
E64217,6,2,2,misalign_20,99999
E64217,6,2,2,misalign_10,85
E64217,6,2,2,misalign_0,51
E64217,6,2,2,misalign_-10,76
E64217,6,2,2,misalign_-20,99999
E64217,6,2,2,misalign_-30,99999
E43313,20,1,3,misalign_30,99999
E43313,20,1,3,misalign_20,39
E43313,20,1,3,misalign_10,22
E43313,20,1,3,misalign_0,65
E43313,20,1,3,misalign_-10,99999
E43313,20,1,3,misalign_-20,99999
E43313,20,1,3,misalign_-30,99999
E64217,16,4,3,misalign_30,99999
E64217,16,4,3,misalign_20,99999
E64217,16,4,3,misalign_10,29
E64217,16,4,3,misalign_0,18
E64217,16,4,3,misalign_-10,10
E64217,16,4,3,misalign_-20,99999
E64217,16,4,3,misalign_-30,99999
E64217,3,7,2,misalign_30,99999
E64217,3,7,2,misalign_20,99999
E64217,3,7,2,misalign_10,76
E64217,3,7,2,misalign_0,26
E64217,3,7,2,misalign_-10,87
E64217,3,7,2,misalign_-20,99999
E64217,3,7,2,misalign_-30,99999
E33462,18,1,3,misalign_30,99999
E33462,18,1,3,misalign_20,79
E33462,18,1,3,misalign_10,42
E33462,18,1,3,misalign_0,73
E33462,18,1,3,misalign_-10,99999
E33462,18,1,3,misalign_-20,99999
E33462,18,1,3,misalign_-30,99999
E33462,8,1,3,misalign_30,99999
E33462,8,1,3,misalign_20,48
E33462,8,1,3,misalign_10,18
E33462,8,1,3,misalign_0,32
E33462,8,1,3,misalign_-10,99999
E33462,8,1,3,misalign_-20,99999
E33462,8,1,3,misalign_-30,99999
E33462,15,4,3,misalign_30,99999
E33462,15,4,3,misalign_20,99999
E33462,15,4,3,misalign_10,5
E33462,15,4,3,misalign_0,83
E33462,15,4,3,misalign_-10,62
E33462,15,4,3,misalign_-20,99999
E33462,15,4,3,misalign_-30,99999
E33462,24,1,3,misalign_30,99999
E33462,24,1,3,misalign_20,99999
E33462,24,1,3,misalign_10,52
E33462,24,1,3,misalign_0,20
E33462,24,1,3,misalign_-10,45
E33462,24,1,3,misalign_-20,2
E33462,24,1,3,misalign_-30,99999
E39923,24,1,3,misalign_30,99999
E39923,24,1,3,misalign_20,99999
E39923,24,1,3,misalign_10,31
E39923,24,1,3,misalign_0,3
E39923,24,1,3,misalign_-10,4
E39923,24,1,3,misalign_-20,88
E39923,24,1,3,misalign_-30,99999
E39923,24,7,2,misalign_30,99999
E39923,24,7,2,misalign_20,79
E39923,24,7,2,misalign_10,87
E39923,24,7,2,misalign_0,14
E39923,24,7,2,misalign_-10,99999
E39923,24,7,2,misalign_-20,99999
E39923,24,7,2,misalign_-30,99999
E33462,12,1,3,misalign_30,99999
E33462,12,1,3,misalign_20,40
E33462,12,1,3,misalign_10,78
E33462,12,1,3,misalign_0,99
E33462,12,1,3,misalign_-10,6
E33462,12,1,3,misalign_-20,68
E33462,12,1,3,misalign_-30,99999
E64217,5,4,3,misalign_30,99999
E64217,5,4,3,misalign_20,99999
E64217,5,4,3,misalign_10,82
E64217,5,4,3,misalign_0,67
E64217,5,4,3,misalign_-10,97
E64217,5,4,3,misalign_-20,2
E64217,5,4,3,misalign_-30,99999
E33462,9,4,3,misalign_30,99999
E33462,9,4,3,misalign_20,99999
E33462,9,4,3,misalign_10,86
E33462,9,4,3,misalign_0,74
E33462,9,4,3,misalign_-10,56
E33462,9,4,3,misalign_-20,99999
E33462,9,4,3,misalign_-30,99999
E43313,17,2,2,misalign_30,99999
E43313,17,2,2,misalign_20,99999
E43313,17,2,2,misalign_10,14
E43313,17,2,2,misalign_0,36
E43313,17,2,2,misalign_-10,53
E43313,17,2,2,misalign_-20,99999
E43313,17,2,2,misalign_-30,99999
E39923,21,2,4,misalign_30,99999
E39923,21,2,4,misalign_20,99
E39923,21,2,4,misalign_10,78
E39923,21,2,4,misalign_0,92
E39923,21,2,4,misalign_-10,99999
E39923,21,2,4,misalign_-20,99999
E39923,21,2,4,misalign_-30,99999
E43313,7,4,1,misalign_30,99999
E43313,7,4,1,misalign_20,93
E43313,7,4,1,misalign_10,46
E43313,7,4,1,misalign_0,56
E43313,7,4,1,misalign_-10,68
E43313,7,4,1,misalign_-20,56
E43313,7,4,1,misalign_-30,99999
E33462,19,2,4,misalign_30,99999
E33462,19,2,4,misalign_20,13
E33462,19,2,4,misalign_10,14
E33462,19,2,4,misalign_0,34
E33462,19,2,4,misalign_-10,87
E33462,19,2,4,misalign_-20,99999
E33462,19,2,4,misalign_-30,99999
E43313,9,2,4,misalign_30,99999
E43313,9,2,4,misalign_20,45
E43313,9,2,4,misalign_10,2
E43313,9,2,4,misalign_0,16
E43313,9,2,4,misalign_-10,99
E43313,9,2,4,misalign_-20,24
E43313,9,2,4,misalign_-30,99999
E39923,3,1,3,misalign_30,99999
E39923,3,1,3,misalign_20,99999
E39923,3,1,3,misalign_10,90
E39923,3,1,3,misalign_0,65
E39923,3,1,3,misalign_-10,29
E39923,3,1,3,misalign_-20,99
E39923,3,1,3,misalign_-30,99999
E64217,10,2,4,misalign_30,99999
E64217,10,2,4,misalign_20,99999
E64217,10,2,4,misalign_10,54
E64217,10,2,4,misalign_0,69
E64217,10,2,4,misalign_-10,31
E64217,10,2,4,misalign_-20,9
E64217,10,2,4,misalign_-30,99999
E64217,1,5,4,misalign_30,99999
E64217,1,5,4,misalign_20,71
E64217,1,5,4,misalign_10,15
E64217,1,5,4,misalign_0,78
E64217,1,5,4,misalign_-10,99999
E64217,1,5,4,misalign_-20,99999
E64217,1,5,4,misalign_-30,99999
E39923,7,4,1,misalign_30,99999
E39923,7,4,1,misalign_20,99999
E39923,7,4,1,misalign_10,57
E39923,7,4,1,misalign_0,26
E39923,7,4,1,misalign_-10,40
E39923,7,4,1,misalign_-20,99999
E39923,7,4,1,misalign_-30,99999
E33462,21,5,4,misalign_30,99999
E33462,21,5,4,misalign_20,20
E33462,21,5,4,misalign_10,82
E33462,21,5,4,misalign_0,93
E33462,21,5,4,misalign_-10,53
E33462,21,5,4,misalign_-20,99999
E33462,21,5,4,misalign_-30,99999
E33462,1,4,1,misalign_30,99999
E33462,1,4,1,misalign_20,30
E33462,1,4,1,misalign_10,75
E33462,1,4,1,misalign_0,68
E33462,1,4,1,misalign_-10,43
E33462,1,4,1,misalign_-20,99999
E33462,1,4,1,misalign_-30,99999
E39923,4,2,4,misalign_30,99999
E39923,4,2,4,misalign_20,99999
E39923,4,2,4,misalign_10,42
E39923,4,2,4,misalign_0,7
E39923,4,2,4,misalign_-10,64
E39923,4,2,4,misalign_-20,99999
E39923,4,2,4,misalign_-30,99999
E39923,13,4,3,misalign_30,99999
E39923,13,4,3,misalign_20,99999
E39923,13,4,3,misalign_10,3
E39923,13,4,3,misalign_0,26
E39923,13,4,3,misalign_-10,18
E39923,13,4,3,misalign_-20,99999
E39923,13,4,3,misalign_-30,99999
E64217,2,2,2,misalign_30,99999
E64217,2,2,2,misalign_20,53
E64217,2,2,2,misalign_10,95
E64217,2,2,2,misalign_0,53
E64217,2,2,2,misalign_-10,51
E64217,2,2,2,misalign_-20,52
E64217,2,2,2,misalign_-30,99999
E33462,13,1,3,misalign_30,99999
E33462,13,1,3,misalign_20,99999
E33462,13,1,3,misalign_10,76
E33462,13,1,3,misalign_0,75
E33462,13,1,3,misalign_-10,29
E33462,13,1,3,misalign_-20,18
E33462,13,1,3,misalign_-30,99999
E33462,23,4,1,misalign_30,99999
E33462,23,4,1,misalign_20,99999
E33462,23,4,1,misalign_10,60
E33462,23,4,1,misalign_0,5
E33462,23,4,1,misalign_-10,20
E33462,23,4,1,misalign_-20,23
E33462,23,4,1,misalign_-30,99999
E43313,9,4,3,misalign_30,99999
E43313,9,4,3,misalign_20,99999
E43313,9,4,3,misalign_10,65
E43313,9,4,3,misalign_0,53
E43313,9,4,3,misalign_-10,40
E43313,9,4,3,misalign_-20,53
E43313,9,4,3,misalign_-30,99999
E33462,12,5,4,misalign_30,99999
E33462,12,5,4,misalign_20,99999
E33462,12,5,4,misalign_10,4
E33462,12,5,4,misalign_0,99
E33462,12,5,4,misalign_-10,34
E33462,12,5,4,misalign_-20,74
E33462,12,5,4,misalign_-30,99999
E43313,6,2,4,misalign_30,99999
E43313,6,2,4,misalign_20,12
E43313,6,2,4,misalign_10,47
E43313,6,2,4,misalign_0,46
E43313,6,2,4,misalign_-10,15
E43313,6,2,4,misalign_-20,99999
E43313,6,2,4,misalign_-30,99999
E43313,4,2,4,misalign_30,99999
E43313,4,2,4,misalign_20,17
E43313,4,2,4,misalign_10,93
E43313,4,2,4,misalign_0,15
E43313,4,2,4,misalign_-10,99999
E43313,4,2,4,misalign_-20,99999
E43313,4,2,4,misalign_-30,99999
E39923,24,2,4,misalign_30,99999
E39923,24,2,4,misalign_20,74
E39923,24,2,4,misalign_10,76
E39923,24,2,4,misalign_0,22
E39923,24,2,4,misalign_-10,70
E39923,24,2,4,misalign_-20,61
E39923,24,2,4,misalign_-30,99999
E39923,11,6,3,misalign_30,99999
E39923,11,6,3,misalign_20,99999
E39923,11,6,3,misalign_10,20
E39923,11,6,3,misalign_0,22
E39923,11,6,3,misalign_-10,16
E39923,11,6,3,misalign_-20,99999
E39923,11,6,3,misalign_-30,99999
E64217,3,6,3,misalign_30,99999
E64217,3,6,3,misalign_20,22
E64217,3,6,3,misalign_10,69
E64217,3,6,3,misalign_0,86
E64217,3,6,3,misalign_-10,51
E64217,3,6,3,misalign_-20,38
E64217,3,6,3,misalign_-30,99999
E33462,1,5,4,misalign_30,99999
E33462,1,5,4,misalign_20,99999
E33462,1,5,4,misalign_10,57
E33462,1,5,4,misalign_0,73
E33462,1,5,4,misalign_-10,93
E33462,1,5,4,misalign_-20,45
E33462,1,5,4,misalign_-30,99999
E43313,3,4,1,misalign_30,99999
E43313,3,4,1,misalign_20,99999
E43313,3,4,1,misalign_10,99999
E43313,3,4,1,misalign_0,91
E43313,3,4,1,misalign_-10,81
E43313,3,4,1,misalign_-20,31
E43313,3,4,1,misalign_-30,99999
E64217,22,1,3,misalign_30,99999
E64217,22,1,3,misalign_20,94
E64217,22,1,3,misalign_10,56
E64217,22,1,3,misalign_0,28
E64217,22,1,3,misalign_-10,9
E64217,22,1,3,misalign_-20,99999
E64217,22,1,3,misalign_-30,99999
E33462,9,4,1,misalign_30,99999
E33462,9,4,1,misalign_20,99999
E33462,9,4,1,misalign_10,79
E33462,9,4,1,misalign_0,23
E33462,9,4,1,misalign_-10,24
E33462,9,4,1,misalign_-20,99999
E33462,9,4,1,misalign_-30,99999
E33462,12,6,3,misalign_30,99999
E33462,12,6,3,misalign_20,99999
E33462,12,6,3,misalign_10,39
E33462,12,6,3,misalign_0,41
E33462,12,6,3,misalign_-10,27
E33462,12,6,3,misalign_-20,99999
E33462,12,6,3,misalign_-30,99999
E33462,16,2,4,misalign_30,99999
E33462,16,2,4,misalign_20,97
E33462,16,2,4,misalign_10,90
E33462,16,2,4,misalign_0,78
E33462,16,2,4,misalign_-10,99999
E33462,16,2,4,misalign_-20,99999
E33462,16,2,4,misalign_-30,99999
E39923,25,6,3,misalign_30,99999
E39923,25,6,3,misalign_20,72
E39923,25,6,3,misalign_10,51
E39923,25,6,3,misalign_0,40
E39923,25,6,3,misalign_-10,65
E39923,25,6,3,misalign_-20,71
E39923,25,6,3,misalign_-30,99999
E33462,22,4,3,misalign_30,99999
E33462,22,4,3,misalign_20,99999
E33462,22,4,3,misalign_10,40
E33462,22,4,3,misalign_0,21
E33462,22,4,3,misalign_-10,43
E33462,22,4,3,misalign_-20,99999
E33462,22,4,3,misalign_-30,99999
E64217,13,1,3,misalign_30,99999
E64217,13,1,3,misalign_20,99999
E64217,13,1,3,misalign_10,51
E64217,13,1,3,misalign_0,50
E64217,13,1,3,misalign_-10,44
E64217,13,1,3,misalign_-20,99999
E64217,13,1,3,misalign_-30,99999
E43313,19,4,3,misalign_30,99999
E43313,19,4,3,misalign_20,93
E43313,19,4,3,misalign_10,78
E43313,19,4,3,misalign_0,11
E43313,19,4,3,misalign_-10,63
E43313,19,4,3,misalign_-20,53
E43313,19,4,3,misalign_-30,99999
E39923,11,4,3,misalign_30,99999
E39923,11,4,3,misalign_20,99999
E39923,11,4,3,misalign_10,65
E39923,11,4,3,misalign_0,59
E39923,11,4,3,misalign_-10,65
E39923,11,4,3,misalign_-20,99999
E39923,11,4,3,misalign_-30,99999
E39923,25,2,4,misalign_30,99999
E39923,25,2,4,misalign_20,99999
E39923,25,2,4,misalign_10,99999
E39923,25,2,4,misalign_0,39
E39923,25,2,4,misalign_-10,30
E39923,25,2,4,misalign_-20,40
E39923,25,2,4,misalign_-30,99999
E33462,19,7,2,misalign_30,99999
E33462,19,7,2,misalign_20,99999
E33462,19,7,2,misalign_10,21
E33462,19,7,2,misalign_0,16
